Source,Target,Weight
Georgia,Albania,1
Georgia,Andorra,3
Georgia,Armenia,12
Georgia,Bulgaria,6
Georgia,Croatia,3
Georgia,Denmark,4
Georgia,Estonia,3
Georgia,Greece,4
Georgia,Kosovo,3
Georgia,Morocco,3
Georgia,Netherlands,3
Georgia,North Macedonia,9
Georgia,Republic of Ireland,4
Georgia,South Korea,1
Georgia,Spain,6
Georgia,Sweden,3
Georgia,Switzerland,6
Germany,Argentina,1
Germany,Denmark,1
Germany,England,9
Germany,France,15
Germany,Hungary,13
Germany,Italy,3
Germany,Japan,12
Germany,Netherlands,16
Germany,North Macedonia,3
Germany,Serbia,1
Germany,Spain,16
Germany,Switzerland,6
Germany,Turkey,1
Ghana,Algeria,3
Ghana,Benin,1
Ghana,Brazil,3
Ghana,Burkina Faso,4
Ghana,Cameroon,1
Ghana,Central African Republic,1
Ghana,Chile,1
Ghana,Comoros,3
Ghana,Ethiopia,1
Ghana,Gabon,1
Ghana,Ivory Coast,1
Ghana,Japan,3
Ghana,Mali,3
Ghana,Morocco,6
Ghana,Nigeria,2
Ghana,Portugal,12
Ghana,South Africa,5
Ghana,Tunisia,1
Ghana,Uruguay,12
Gibraltar,Andorra,1
Gibraltar,Armenia,9
Gibraltar,Bulgaria,15
Gibraltar,Denmark,6
Gibraltar,Estonia,3
Gibraltar,Faroe Islands,1
Gibraltar,Georgia,24
Gibraltar,Grenada,1
Gibraltar,Kosovo,3
Gibraltar,Latvia,6
Gibraltar,Liechtenstein,12
Gibraltar,Malta,3
Gibraltar,Montenegro,6
Gibraltar,Netherlands,6
Gibraltar,North Macedonia,36
Gibraltar,Norway,6
Gibraltar,Republic of Ireland,6
Gibraltar,San Marino,3
Gibraltar,Slovenia,3
Gibraltar,Switzerland,6
Gibraltar,Turkey,6
Greece,Armenia,3
Greece,Austria,3
Greece,Belgium,1
Greece,Bosnia and Herzegovina,1
Greece,Cyprus,9
Greece,Estonia,9
Greece,Finland,12
Greece,Georgia,1
Greece,Hungary,12
Greece,Italy,6
Greece,Kosovo,5
Greece,Liechtenstein,1
Greece,Malta,1
Greece,Montenegro,3
Greece,Slovenia,6
Greece,Spain,4
Greece,Sweden,3
Greece,Switzerland,3
Greece,Turkey,3
Grenada,Andorra,3
Grenada,Antigua and Barbuda,3
Grenada,Barbados,3
Grenada,Cuba,3
Grenada,CuraÃ§ao,3
Grenada,El Salvador,7
Grenada,French Guiana,1
Grenada,Gibraltar,1
Grenada,Honduras,3
Grenada,Jamaica,3
Grenada,Montserrat,3
Grenada,Panama,3
Grenada,Qatar,3
Grenada,Saint Kitts and Nevis,1
Grenada,Saint Vincent and the Grenadines,3
Grenada,United States,3
Guadeloupe,Antigua and Barbuda,3
Guadeloupe,Aruba,1
Guadeloupe,Cape Verde,3
Guadeloupe,Costa Rica,3
Guadeloupe,CuraÃ§ao,3
Guadeloupe,Guatemala,1
Guadeloupe,Jamaica,3
Guadeloupe,Martinique,3
Guadeloupe,Suriname,3
Guam,Bhutan,3
Guam,Cambodia,6
Guam,China PR,6
Guam,Macau,3
Guam,Maldives,6
Guam,Mongolia,1
Guam,Philippines,6
Guam,Syria,6
Guam,Taiwan,3
Guatemala,Argentina,3
Guatemala,Bermuda,1
Guatemala,Colombia,3
Guatemala,CuraÃ§ao,1
Guatemala,Dominican Republic,2
Guatemala,Ecuador,3
Guatemala,El Salvador,7
Guatemala,French Guiana,3
Guatemala,Guadeloupe,1
Guatemala,Honduras,3
Guatemala,Israel,3
Guatemala,Mexico,4
Guatemala,Nicaragua,2
Guatemala,Paraguay,3
Guatemala,Qatar,3
Guatemala,Trinidad and Tobago,1
Guinea,Algeria,6
Guinea,Benin,3
Guinea,Central African Republic,1
Guinea,Chile,3
Guinea,Comoros,3
Guinea,Egypt,6
Guinea,Gambia,3
Guinea,Guinea-Bissau,2
Guinea,Ivory Coast,4
Guinea,Madagascar,1
Guinea,Mali,1
Guinea,Morocco,6
Guinea,Namibia,3
Guinea,Nigeria,3
Guinea,Rwanda,3
Guinea,Senegal,4
Guinea,South Africa,1
Guinea,Sudan,2
Guinea,Togo,3
Guinea,Turkey,1
Guinea,Zimbabwe,3
Guinea-Bissau,Angola,6
Guinea-Bissau,Benin,1
Guinea-Bissau,Cameroon,3
Guinea-Bissau,Congo,3
Guinea-Bissau,Egypt,3
Guinea-Bissau,Gabon,3
Guinea-Bissau,Gambia,1
Guinea-Bissau,Ghana,3
Guinea-Bissau,Guinea,2
Guinea-Bissau,Mali,6
Guinea-Bissau,Morocco,6
Guinea-Bissau,Namibia,1
Guinea-Bissau,Nigeria,3
Guinea-Bissau,Sierra Leone,1
Guinea-Bissau,Sudan,2
Guinea-Bissau,Zambia,3
Guyana,Antigua and Barbuda,3
Guyana,Bermuda,3
Guyana,French Guiana,3
Guyana,Guatemala,3
Guyana,Haiti,6
Guyana,Jamaica,4
Guyana,Panama,3
Guyana,Puerto Rico,3
Guyana,Saint Kitts and Nevis,3
Guyana,Suriname,3
Guyana,Trinidad and Tobago,5
Guyana,United States,3
Haiti,Bahrain,3
Haiti,Bermuda,1
Haiti,Bolivia,3
Haiti,Canada,9
Haiti,Chile,3
Haiti,Costa Rica,2
Haiti,CuraÃ§ao,4
Haiti,El Salvador,6
Haiti,Guatemala,3
Haiti,Mexico,3
Haiti,United States,3
Honduras,Argentina,3
Honduras,Belarus,1
Honduras,Brazil,3
Honduras,Canada,4
Honduras,Chile,3
Honduras,Colombia,3
Honduras,Costa Rica,5
Honduras,CuraÃ§ao,6
Honduras,Ecuador,1
Honduras,El Salvador,4
Honduras,Greece,3
Honduras,Guatemala,3
Honduras,Jamaica,9
Honduras,Martinique,1
Honduras,Mexico,10
Honduras,Nicaragua,1
Honduras,Panama,4
Honduras,Paraguay,1
Honduras,Qatar,6
Honduras,Saudi Arabia,1
Honduras,United Arab Emirates,1
Honduras,United States,9
Hong Kong,Bahrain,4
Hong Kong,Cambodia,1
Hong Kong,China PR,3
Hong Kong,India,3
Hong Kong,Indonesia,1
Hong Kong,Iran,6
Hong Kong,Iraq,6
Hong Kong,Japan,3
Hong Kong,Malaysia,3
Hong Kong,Myanmar,1
Hong Kong,North Korea,1
Hong Kong,South Korea,3
Hong Kong,Taiwan,3
Hong Kong,Thailand,3
Hungary,Albania,6
Hungary,Croatia,3
Hungary,England,4
Hungary,Estonia,3
Hungary,Finland,9
Hungary,France,1
Hungary,Germany,4
Hungary,Greece,9
Hungary,Italy,18
Hungary,Luxembourg,1
Hungary,Montenegro,3
Hungary,Poland,1
Hungary,Portugal,3
Hungary,Republic of Ireland,1
Hungary,Russia,12
Hungary,Serbia,6
Hungary,Slovakia,6
Hungary,Uruguay,3
Hungary,Wales,3
Iceland,Albania,9
Iceland,Armenia,4
Iceland,Belgium,36
Iceland,Denmark,18
Iceland,England,18
Iceland,Estonia,1
Iceland,Finland,1
Iceland,France,7
Iceland,Germany,6
Iceland,Hungary,3
Iceland,Israel,6
Iceland,Latvia,1
Iceland,Lithuania,1
Iceland,Mexico,3
Iceland,North Macedonia,4
Iceland,Poland,1
Iceland,Qatar,1
Iceland,Romania,4
Iceland,Saudi Arabia,3
Iceland,South Korea,6
Iceland,Spain,3
Iceland,Sweden,1
Iceland,Switzerland,18
Iceland,Turkey,1
Iceland,Uganda,1
India,Afghanistan,2
India,Bahrain,6
India,Bangladesh,2
India,Belarus,3
India,China PR,1
India,Jordan,6
India,Maldives,3
India,Nepal,1
India,North Korea,3
India,Oman,8
India,Qatar,4
India,Singapore,1
India,Sri Lanka,1
India,Syria,1
India,Tajikistan,3
India,United Arab Emirates,6
India,Vietnam,3
Indonesia,Afghanistan,6
Indonesia,Bangladesh,1
Indonesia,Hong Kong,1
Indonesia,Jordan,6
Indonesia,Malaysia,6
Indonesia,Oman,3
Indonesia,Philippines,1
Indonesia,Singapore,3
Indonesia,Thailand,7
Indonesia,United Arab Emirates,6
Indonesia,Vietnam,6
Iran,Algeria,3
Iran,Bahrain,3
Iran,England,12
Iran,Iraq,4
Iran,Japan,3
Iran,Palestine,1
Iran,Senegal,1
Iran,South Korea,5
Iran,Tunisia,3
Iran,United States,12
Iran,Venezuela,1
Iraq,Argentina,3
Iraq,Bahrain,4
Iraq,Bolivia,1
Iraq,Ecuador,1
Iraq,Iran,10
Iraq,Jordan,1
Iraq,Kuwait,1
Iraq,Lebanon,2
Iraq,Mexico,3
Iraq,Oman,2
Iraq,Qatar,6
Iraq,Saudi Arabia,1
Iraq,South Korea,4
Iraq,Syria,2
Iraq,Tajikistan,1
Iraq,Tunisia,3
Iraq,United Arab Emirates,2
Iraq,Uzbekistan,1
Iraq,Yemen,1
Israel,Albania,9
Israel,Austria,6
Israel,Cyprus,3
Israel,Czech Republic,18
Israel,Denmark,6
Israel,Germany,3
Israel,Iceland,6
Israel,Malta,3
Israel,North Macedonia,4
Israel,Northern Ireland,3
Israel,Poland,6
Israel,Portugal,3
Israel,Romania,1
Israel,Scotland,17
Israel,Slovakia,3
Israel,Slovenia,4
Italy,Argentina,3
Italy,Austria,3
Italy,Bosnia and Herzegovina,3
Italy,Bulgaria,1
Italy,England,4
Italy,Germany,12
Italy,Netherlands,3
Italy,North Macedonia,3
Italy,Northern Ireland,1
Italy,Poland,6
Italy,Portugal,12
Italy,Spain,10
Italy,Switzerland,2
Italy,Ukraine,1
Ivory Coast,Algeria,1
Ivory Coast,Belgium,1
Ivory Coast,Benin,3
Ivory Coast,Burkina Faso,3
Ivory Coast,Cameroon,3
Ivory Coast,Central African Republic,1
Ivory Coast,Egypt,1
Ivory Coast,England,3
Ivory Coast,Ethiopia,3
Ivory Coast,France,3
Ivory Coast,Ghana,1
Ivory Coast,Guinea,1
Ivory Coast,Japan,3
Ivory Coast,Lesotho,1
Ivory Coast,Morocco,3
Ivory Coast,Mozambique,1
Ivory Coast,Niger,3
Ivory Coast,Sierra Leone,1
Ivory Coast,Uganda,3
Jamaica,Argentina,3
Jamaica,Barbados,1
Jamaica,Cameroon,1
Jamaica,Canada,4
Jamaica,Costa Rica,10
Jamaica,CuraÃ§ao,1
Jamaica,Ecuador,3
Jamaica,El Salvador,6
Jamaica,Guyana,1
Jamaica,Mexico,7
Jamaica,Panama,6
Jamaica,Peru,3
Jamaica,Saudi Arabia,3
Jamaica,Serbia,1
Jamaica,Suriname,1
Jamaica,United States,13
Japan,Bolivia,3
Japan,Brazil,3
Japan,Cameroon,1
Japan,Canada,3
Japan,Chile,9
Japan,Colombia,3
Japan,Costa Rica,12
Japan,Croatia,4
Japan,Ecuador,4
Japan,Mexico,3
Japan,Oman,3
Japan,Qatar,3
Japan,Saudi Arabia,3
Japan,South Korea,3
Japan,Trinidad and Tobago,1
Japan,Tunisia,3
Japan,Uruguay,3
Japan,Venezuela,4
Japan,Vietnam,1
Jordan,Albania,1
Jordan,Australia,9
Jordan,Belarus,3
Jordan,China PR,1
Jordan,Croatia,3
Jordan,Egypt,3
Jordan,Haiti,3
Jordan,Iraq,1
Jordan,Kuwait,2
Jordan,Kyrgyzstan,3
Jordan,Lebanon,3
Jordan,Morocco,3
Jordan,Oman,2
Jordan,Palestine,1
Jordan,Paraguay,3
Jordan,Qatar,3
Jordan,Saudi Arabia,1
Jordan,Singapore,1
Jordan,Slovakia,3
Jordan,Spain,3
Jordan,Tajikistan,3
Jordan,United Arab Emirates,3
Jordan,Uzbekistan,3
Jordan,Vietnam,2
Kazakhstan,Albania,12
Kazakhstan,Andorra,3
Kazakhstan,Azerbaijan,9
Kazakhstan,Belarus,21
Kazakhstan,Belgium,6
Kazakhstan,Bosnia and Herzegovina,4
Kazakhstan,Cyprus,4
Kazakhstan,Finland,6
Kazakhstan,France,6
Kazakhstan,Georgia,18
Kazakhstan,Latvia,6
Kazakhstan,Lithuania,9
Kazakhstan,Moldova,9
Kazakhstan,Montenegro,1
Kazakhstan,North Macedonia,3
Kazakhstan,Russia,6
Kazakhstan,Scotland,3
Kazakhstan,Ukraine,2
Kazakhstan,United Arab Emirates,3
Kazakhstan,Uzbekistan,3
Kenya,Algeria,3
Kenya,DR Congo,1
Kenya,Egypt,2
Kenya,Ethiopia,1
Kenya,Ghana,3
Kenya,Mali,6
Kenya,Mozambique,3
Kenya,Rwanda,1
Kenya,Senegal,3
Kenya,Tanzania,2
Kenya,Togo,1
Kenya,Uganda,3
Kosovo,Albania,3
Kosovo,Armenia,1
Kosovo,Azerbaijan,3
Kosovo,Bulgaria,1
Kosovo,Czech Republic,3
Kosovo,Denmark,1
Kosovo,England,6
Kosovo,Faroe Islands,4
Kosovo,Georgia,3
Kosovo,Greece,32
Kosovo,Guinea,3
Kosovo,Jordan,3
Kosovo,Moldova,3
Kosovo,Montenegro,1
Kosovo,North Macedonia,3
Kosovo,Northern Ireland,9
Kosovo,Slovenia,18
Kosovo,Spain,6
Kosovo,Sweden,9
Kosovo,Switzerland,1
Kuwait,Australia,9
Kuwait,Bahrain,6
Kuwait,Bosnia and Herzegovina,3
Kuwait,Czech Republic,3
Kuwait,Indonesia,3
Kuwait,Iraq,4
Kuwait,Jordan,5
Kuwait,Latvia,1
Kuwait,Lebanon,1
Kuwait,Libya,3
Kuwait,Lithuania,1
Kuwait,Malta,3
Kuwait,Nepal,1
Kuwait,Oman,3
Kuwait,Palestine,3
Kuwait,Saudi Arabia,3
Kuwait,Singapore,1
Kuwait,Syria,3
Kuwait,Turkmenistan,1
Kyrgyzstan,Bahrain,3
Kyrgyzstan,China PR,3
Kyrgyzstan,Japan,9
Kyrgyzstan,Mongolia,3
Kyrgyzstan,Palestine,2
Kyrgyzstan,Qatar,3
Kyrgyzstan,South Korea,3
Kyrgyzstan,Tajikistan,8
Kyrgyzstan,United Arab Emirates,3
Kyrgyzstan,Uzbekistan,6
Laos,Bangladesh,4
Laos,Brunei Darussalam,3
Laos,Cambodia,3
Laos,Malaysia,3
Laos,Maldives,3
Laos,Mongolia,3
Laos,Myanmar,3
Laos,Sri Lanka,1
Laos,United Arab Emirates,3
Laos,Vietnam,3
Latvia,Andorra,12
Latvia,Austria,3
Latvia,Estonia,4
Latvia,Faroe Islands,6
Latvia,Georgia,18
Latvia,Germany,3
Latvia,Iceland,1
Latvia,Israel,6
Latvia,Kazakhstan,6
Latvia,Kuwait,1
Latvia,Malta,12
Latvia,Moldova,9
Latvia,Montenegro,5
Latvia,Netherlands,6
Latvia,North Macedonia,6
Latvia,Norway,4
Latvia,Poland,6
Latvia,Slovenia,6
Latvia,Turkey,4
Lebanon,Algeria,3
Lebanon,Australia,3
Lebanon,Bahrain,6
Lebanon,Egypt,3
Lebanon,Iran,6
Lebanon,Iraq,2
Lebanon,Jordan,3
Lebanon,Kuwait,7
Lebanon,North Korea,4
Lebanon,Oman,4
Lebanon,Qatar,3
Lebanon,Saudi Arabia,3
Lebanon,South Korea,10
Lebanon,Syria,3
Lebanon,Turkmenistan,3
Lebanon,United Arab Emirates,4
Lebanon,Uzbekistan,1
Lesotho,Botswana,6
Lesotho,Comoros,3
Lesotho,Eswatini,3
Lesotho,Ethiopia,4
Lesotho,Ivory Coast,1
Lesotho,Malawi,1
Lesotho,Mozambique,3
Lesotho,Nigeria,6
Lesotho,Seychelles,1
Lesotho,Sierra Leone,2
Lesotho,South Africa,3
Lesotho,Uganda,1
Lesotho,Zimbabwe,5
Liberia,Algeria,3
Liberia,Benin,3
Liberia,Botswana,1
Liberia,Burundi,3
Liberia,Cape Verde,6
Liberia,Chad,3
Liberia,Congo,3
Liberia,Egypt,9
Liberia,Equatorial Guinea,1
Liberia,Ivory Coast,3
Liberia,Mauritania,3
Liberia,Morocco,3
Liberia,Niger,1
Liberia,Nigeria,9
Liberia,Senegal,3
Liberia,Sierra Leone,7
Libya,Angola,1
Libya,Burkina Faso,3
Libya,Egypt,6
Libya,Equatorial Guinea,3
Libya,Gabon,3
Libya,Kuwait,3
Libya,Liberia,3
Libya,Mauritania,4
Libya,Morocco,1
Libya,Nigeria,3
Libya,South Africa,4
Libya,Sudan,3
Libya,Tanzania,3
Libya,Tunisia,12
Libya,Uganda,1
Liechtenstein,Andorra,18
Liechtenstein,Armenia,20
Liechtenstein,Bosnia and Herzegovina,6
Liechtenstein,Cape Verde,3
Liechtenstein,Faroe Islands,6
Liechtenstein,Finland,6
Liechtenstein,Germany,6
Liechtenstein,Gibraltar,24
Liechtenstein,Greece,4
Liechtenstein,Iceland,6
Liechtenstein,Italy,6
Liechtenstein,Latvia,18
Liechtenstein,Malta,3
Liechtenstein,Moldova,18
Liechtenstein,North Macedonia,24
Liechtenstein,Romania,6
Liechtenstein,San Marino,3
Liechtenstein,Switzerland,3
Lithuania,Albania,3
Lithuania,Azerbaijan,1
Lithuania,Belarus,12
Lithuania,Bulgaria,3
Lithuania,Estonia,6
Lithuania,Faroe Islands,12
Lithuania,Iceland,1
Lithuania,Italy,6
Lithuania,Kazakhstan,9
Lithuania,Kosovo,3
Lithuania,Kuwait,1
Lithuania,Latvia,3
Lithuania,Luxembourg,22
Lithuania,Montenegro,18
Lithuania,Northern Ireland,6
Lithuania,Portugal,6
Lithuania,Republic of Ireland,3
Lithuania,Romania,18
Lithuania,Serbia,24
Lithuania,Spain,3
Lithuania,Switzerland,6
Lithuania,Turkey,18
Lithuania,Ukraine,6
Luxembourg,Austria,3
Luxembourg,Azerbaijan,3
Luxembourg,Belarus,18
Luxembourg,Bosnia and Herzegovina,3
Luxembourg,Bulgaria,1
Luxembourg,Cyprus,9
Luxembourg,Denmark,3
Luxembourg,Faroe Islands,3
Luxembourg,Hungary,1
Luxembourg,Liechtenstein,3
Luxembourg,Lithuania,1
Luxembourg,Madagascar,1
Luxembourg,Moldova,3
Luxembourg,Montenegro,9
Luxembourg,Northern Ireland,6
Luxembourg,Norway,3
Luxembourg,Portugal,12
Luxembourg,Qatar,4
Luxembourg,Republic of Ireland,3
Luxembourg,Scotland,3
Luxembourg,Serbia,12
Luxembourg,Turkey,12
Luxembourg,Ukraine,6
Macau,Mongolia,3
Macau,Northern Mariana Islands,1
Macau,Solomon Islands,3
Macau,Sri Lanka,3
Madagascar,Angola,1
Madagascar,Benin,6
Madagascar,Burkina Faso,3
Madagascar,Congo,1
Madagascar,DR Congo,4
Madagascar,Ethiopia,3
Madagascar,Ghana,3
Madagascar,Guinea,1
Madagascar,Kenya,3
Madagascar,Luxembourg,1
Madagascar,Mauritania,3
Madagascar,Mozambique,3
Madagascar,Namibia,3
Madagascar,Niger,1
Madagascar,Senegal,3
Madagascar,Tanzania,4
Madagascar,Tunisia,3
Malawi,Botswana,1
Malawi,Cameroon,10
Malawi,Eswatini,2
Malawi,Ethiopia,3
Malawi,Guinea,6
Malawi,Ivory Coast,6
Malawi,Kenya,3
Malawi,Lesotho,1
Malawi,Morocco,3
Malawi,Mozambique,7
Malawi,Namibia,1
Malawi,Senegal,4
Malawi,South Africa,1
Malawi,Tanzania,3
Malawi,Uganda,3
Malawi,Zambia,4
Malawi,Zimbabwe,2
Malaysia,Bahrain,6
Malaysia,Jordan,6
Malaysia,Kyrgyzstan,3
Malaysia,Singapore,3
Malaysia,Taiwan,3
Malaysia,Tajikistan,1
Malaysia,Thailand,3
Malaysia,United Arab Emirates,6
Malaysia,Uzbekistan,3
Malaysia,Vietnam,13
Maldives,Bangladesh,3
Maldives,China PR,6
Maldives,India,6
Maldives,Malaysia,6
Maldives,Nepal,3
Maldives,Philippines,4
Maldives,Seychelles,1
Maldives,Singapore,3
Maldives,Sri Lanka,2
Maldives,Syria,6
Maldives,Thailand,3
Maldives,Uzbekistan,3
Mali,Algeria,7
Mali,Burundi,1
Mali,Cameroon,1
Mali,DR Congo,1
Mali,Equatorial Guinea,1
Mali,Gambia,1
Mali,Guinea,4
Mali,Ivory Coast,3
Mali,Mauritania,1
Mali,Saudi Arabia,1
Mali,Senegal,3
Mali,South Africa,3
Mali,Tunisia,8
Mali,Uganda,1
Malta,Andorra,3
Malta,Azerbaijan,6
Malta,Croatia,6
Malta,Cyprus,1
Malta,Estonia,18
Malta,Faroe Islands,27
Malta,Greece,1
Malta,Kosovo,21
Malta,Latvia,3
Malta,Northern Ireland,3
Malta,Norway,6
Malta,Republic of Ireland,3
Malta,Romania,6
Malta,Russia,6
Malta,Slovakia,4
Malta,Slovenia,6
Malta,Spain,6
Malta,Sweden,6
Malta,Venezuela,3
Martinique,Canada,6
Martinique,Costa Rica,3
Martinique,Haiti,3
Martinique,Honduras,4
Martinique,Mexico,3
Martinique,Panama,4
Martinique,Trinidad and Tobago,2
Martinique,United States,3
Mauritania,Algeria,3
Mauritania,Angola,4
Mauritania,Benin,3
Mauritania,Burkina Faso,1
Mauritania,Cape Verde,1
Mauritania,Equatorial Guinea,4
Mauritania,Gabon,2
Mauritania,Gambia,3
Mauritania,Ghana,3
Mauritania,Libya,1
Mauritania,Mali,10
Mauritania,Morocco,2
Mauritania,Tunisia,14
Mauritania,United Arab Emirates,3
Mauritania,Zambia,6
Mauritius,Comoros,3
Mauritius,Eswatini,1
Mauritius,Fiji,3
Mauritius,Indonesia,3
Mauritius,Mozambique,6
Mauritius,Nepal,6
Mauritius,Seychelles,1
Mauritius,Singapore,1
Mauritius,SÃ£o TomÃ© and PrÃ­ncipe,7
Mauritius,Zimbabwe,6
Mexico,Algeria,1
Mexico,Argentina,21
Mexico,Canada,4
Mexico,Chile,4
Mexico,Colombia,3
Mexico,Costa Rica,3
Mexico,Ecuador,4
Mexico,Guatemala,1
Mexico,Honduras,1
Mexico,Jamaica,1
Mexico,Panama,1
Mexico,Paraguay,3
Mexico,Poland,4
Mexico,Sweden,3
Mexico,Trinidad and Tobago,1
Mexico,United States,13
Mexico,Uruguay,6
Mexico,Wales,3
Moldova,Albania,6
Moldova,Andorra,6
Moldova,Austria,6
Moldova,Azerbaijan,3
Moldova,Belarus,6
Moldova,Denmark,6
Moldova,Faroe Islands,4
Moldova,France,6
Moldova,Greece,18
Moldova,Iceland,6
Moldova,Israel,6
Moldova,Italy,3
Moldova,Kazakhstan,12
Moldova,Kosovo,12
Moldova,Latvia,9
Moldova,Luxembourg,12
Moldova,Romania,3
Moldova,Russia,1
Moldova,Scotland,6
Moldova,Slovenia,18
Moldova,South Korea,3
Moldova,Sweden,3
Moldova,Turkey,9
Moldova,Uganda,3
Mongolia,Bangladesh,1
Mongolia,Brunei,3
Mongolia,Cambodia,1
Mongolia,Guam,1
Mongolia,Hong Kong,3
Mongolia,Japan,6
Mongolia,Kyrgyzstan,3
Mongolia,Laos,3
Mongolia,Myanmar,3
Mongolia,North Korea,3
Mongolia,Palestine,3
Mongolia,Philippines,3
Mongolia,Singapore,3
Mongolia,Taiwan,3
Mongolia,Tajikistan,6
Montenegro,Armenia,3
Montenegro,Azerbaijan,3
Montenegro,Bosnia and Herzegovina,13
Montenegro,Bulgaria,2
Montenegro,Czech Republic,6
Montenegro,England,6
Montenegro,Finland,18
Montenegro,Israel,3
Montenegro,Kazakhstan,1
Montenegro,Kosovo,4
Montenegro,Latvia,2
Montenegro,Luxembourg,9
Montenegro,Netherlands,4
Montenegro,Norway,6
Montenegro,Romania,12
Montenegro,Serbia,18
Montenegro,Slovakia,1
Montenegro,Slovenia,3
Montenegro,Turkey,4
Montserrat,Antigua and Barbuda,1
Montserrat,Dominican Republic,1
Montserrat,El Salvador,10
Montserrat,Guyana,3
Montserrat,Haiti,3
Montserrat,Saint Lucia,1
Montserrat,Trinidad and Tobago,3
Morocco,Algeria,2
Morocco,Argentina,3
Morocco,Benin,1
Morocco,Burkina Faso,1
Morocco,Croatia,16
Morocco,DR Congo,2
Morocco,Egypt,3
Morocco,France,12
Morocco,Gabon,4
Morocco,Gambia,3
Morocco,Libya,1
Morocco,Mauritania,2
Morocco,Paraguay,1
Morocco,Spain,4
Morocco,United States,3
Morocco,Zambia,3
Mozambique,Angola,3
Mozambique,Cameroon,6
Mozambique,Cape Verde,4
Mozambique,Eswatini,5
Mozambique,Ivory Coast,4
Mozambique,Madagascar,3
Mozambique,Malawi,4
Mozambique,Mauritania,3
Mozambique,Namibia,3
Mozambique,Niger,1
Mozambique,Rwanda,4
Mozambique,Senegal,3
Mozambique,Seychelles,1
Mozambique,South Africa,6
Mozambique,Zimbabwe,1
Myanmar,Bahrain,6
Myanmar,Bolivia,3
Myanmar,Burundi,3
Myanmar,China PR,3
Myanmar,Hong Kong,4
Myanmar,Indonesia,9
Myanmar,Japan,6
Myanmar,Kyrgyzstan,9
Myanmar,Malaysia,3
Myanmar,Mongolia,3
Myanmar,Singapore,3
Myanmar,Taiwan,1
Myanmar,Tajikistan,6
Myanmar,Thailand,3
Myanmar,Vietnam,1
Namibia,Botswana,3
Namibia,Burundi,1
Namibia,Comoros,1
Namibia,Congo,2
Namibia,Guinea,3
Namibia,Guinea-Bissau,1
Namibia,Ivory Coast,3
Namibia,Madagascar,3
Namibia,Malawi,4
Namibia,Morocco,3
Namibia,Mozambique,3
Namibia,Senegal,6
Namibia,South Africa,4
Namibia,Togo,3
Namibia,Zambia,7
Nepal,Australia,6
Nepal,Bangladesh,6
Nepal,India,10
Nepal,Indonesia,3
Nepal,Iraq,3
Nepal,Jordan,9
Nepal,Kuwait,13
Nepal,Malaysia,3
Nepal,Maldives,3
Nepal,Oman,3
Nepal,Pakistan,3
Nepal,Taiwan,1
Nepal,Thailand,3
Netherlands,Argentina,4
Netherlands,Belgium,1
Netherlands,Bosnia and Herzegovina,3
Netherlands,Czech Republic,3
Netherlands,Ecuador,4
Netherlands,France,9
Netherlands,Germany,7
Netherlands,Italy,12
Netherlands,Mexico,3
Netherlands,Montenegro,1
Netherlands,Northern Ireland,1
Netherlands,Norway,1
Netherlands,Poland,3
Netherlands,Portugal,9
Netherlands,Scotland,1
Netherlands,Spain,1
Netherlands,Turkey,3
New Caledonia,Fiji,9
New Caledonia,Mauritius,3
New Caledonia,New Zealand,3
New Caledonia,Papua New Guinea,3
New Caledonia,Solomon Islands,3
New Caledonia,Vanuatu,1
New Zealand,Australia,6
New Zealand,Costa Rica,3
New Zealand,Jordan,3
New Zealand,Lithuania,3
New Zealand,Oman,1
New Zealand,Peru,3
New Zealand,Republic of Ireland,3
Nicaragua,Argentina,3
Nicaragua,Belize,1
Nicaragua,Bermuda,3
Nicaragua,Bolivia,1
Nicaragua,Costa Rica,3
Nicaragua,Cuba,7
Nicaragua,Ghana,3
Nicaragua,Guatemala,11
Nicaragua,Haiti,9
Nicaragua,Honduras,1
Nicaragua,Iran,3
Nicaragua,Saint Vincent and the Grenadines,5
Nicaragua,Suriname,9
Niger,Algeria,6
Niger,Burkina Faso,4
Niger,Central African Republic,3
Niger,Congo,3
Niger,Egypt,7
Niger,Gabon,3
Niger,Gambia,3
Niger,Guinea,3
Niger,Ivory Coast,9
Niger,Liberia,1
Niger,Libya,9
Niger,Madagascar,4
Niger,Morocco,3
Niger,Mozambique,1
Niger,Sudan,3
Niger,Tanzania,1
Niger,Uganda,1
Niger,Zambia,1
Nigeria,Algeria,9
Nigeria,Brazil,1
Nigeria,Cameroon,4
Nigeria,Cape Verde,1
Nigeria,Central African Republic,3
Nigeria,Costa Rica,3
Nigeria,Ecuador,3
Nigeria,Ghana,2
Nigeria,Madagascar,3
Nigeria,Mexico,6
Nigeria,Portugal,3
Nigeria,Senegal,3
Nigeria,Togo,3
Nigeria,Tunisia,4
Nigeria,Uganda,1
Nigeria,Ukraine,1
Nigeria,Zimbabwe,1
North Korea,Bahrain,3
North Korea,Hong Kong,1
North Korea,Lebanon,4
North Korea,Qatar,3
North Korea,Saudi Arabia,3
North Korea,South Korea,1
North Korea,Syria,3
North Korea,Turkmenistan,3
North Korea,Uzbekistan,6
North Korea,Vietnam,1
North Macedonia,Armenia,19
North Macedonia,Austria,9
North Macedonia,Azerbaijan,3
North Macedonia,Bulgaria,12
North Macedonia,Estonia,3
